source,campaign,influencer_id,user_id,product,date,orders,revenue
Instagram,Gritzo Kids Push,37,f287f4fd-1fd7-46e0-8812-b0c89b38029d,Creatine,2024-01-02 04:00:00,4,983.25
Twitter,Gritzo Kids Push,40,2b2e7afb-bcef-44ac-9e59-f48d1cbf8ba0,Whey Protein,2024-01-02 05:00:00,5,1705.18
Twitter,MB Pro Campaign,85,5ac0a445-6f50-41c4-80e5-89327a25ba7b,Kids Drink,2024-01-02 06:00:00,5,2155.2
Twitter,MB Pro Campaign,46,a7b979fb-284a-43db-a074-07bbb7c30d7a,Creatine,2024-01-02 07:00:00,1,1965.78
Instagram,MB Pro Campaign,188,bf13ad06-40a5-4100-aa5f-0762dbac0fb7,Kids Drink,2024-01-02 08:00:00,1,2836.6
YouTube,HKVitals Glow Drive,102,fadacdad-9023-4797-94a9-3ce58d7a5e49,Multivitamin,2024-01-02 09:00:00,1,2427.7
Twitter,FitZone Summer Blast,98,8f448764-9ef2-421c-9b7f-9f0f6fd39f71,Whey Protein,2024-01-02 10:00:00,6,1759.82
Instagram,Gritzo Kids Push,19,77f2954c-31ba-412f-84f9-8e844b2b7f49,Multivitamin,2024-01-02 11:00:00,4,801.11
Twitter,HK Protein Launch,91,33dd546e-576b-4c1a-ae84-4cf74e0db0ba,Kids Drink,2024-01-02 12:00:00,4,1462.45
Twitter,MB Pro Campaign,137,733a2a45-63e6-4cc1-b5b9-d8865fa139e3,Creatine,2024-01-02 13:00:00,4,2141.47
YouTube,HKVitals Glow Drive,69,ed2d1621-f4e4-4317-b93d-af04ac28411c,Multivitamin,2024-01-02 14:00:00,5,2546.29
Twitter,HKVitals Glow Drive,5,f57b34b9-3b94-4886-a6b4-5561cd26fba9,Omega-3,2024-01-02 15:00:00,2,2887.26
YouTube,HKVitals Glow Drive,154,a3323a33-d1bf-46d9-b7d6-d6a18a430fb5,Whey Protein,2024-01-02 16:00:00,5,1895.27
Instagram,HK Protein Launch,147,738b67d7-e7c5-459c-a24b-a70477eb3a71,Kids Drink,2024-01-02 17:00:00,4,1675.37
Twitter,HK Protein Launch,158,0565ded6-e60d-4ab4-aeee-dbe8e4f99888,Creatine,2024-01-02 18:00:00,3,249.54
Instagram,MB Pro Campaign,48,af4c7489-6755-4299-a00a-b2d6dce440d6,Multivitamin,2024-01-02 19:00:00,2,401.88
Instagram,HK Protein Launch,112,3cb201c9-5776-42b5-8198-001c4e28aee9,Whey Protein,2024-01-02 20:00:00,1,637.09
Instagram,MB Pro Campaign,144,ac5db5c9-af16-4e27-9067-f0bf1ca9b916,Creatine,2024-01-02 21:00:00,6,353.33
Twitter,HK Protein Launch,199,51ee9ed0-a74e-450a-b4bf-a636b35c8cc0,Multivitamin,2024-01-02 22:00:00,5,1322.42
YouTube,HK Protein Launch,18,cf28c7b2-5966-4061-acab-603ff4a68a9f,Kids Drink,2024-01-02 23:00:00,6,1143.26
Twitter,HK Protein Launch,184,507eb81e-1639-4e21-bc88-cb5ce82fbd01,Omega-3,2024-01-03 00:00:00,2,1984.59
Instagram,MB Pro Campaign,149,163cdcde-bda9-4787-bf10-891f1e9d0037,Omega-3,2024-01-03 01:00:00,3,1699.86
YouTube,Gritzo Kids Push,31,692e224c-cefa-4a17-ab41-71621d475ab3,Kids Drink,2024-01-03 02:00:00,2,1868.72
Instagram,MB Pro Campaign,129,6fe7c4ad-fd23-41be-903a-86626e289a61,Whey Protein,2024-01-03 03:00:00,5,1521.54
YouTube,Gritzo Kids Push,131,078d3388-4fb0-4c89-889a-dd6f9787f902,Kids Drink,2024-01-03 04:00:00,4,977.66
Twitter,HKVitals Glow Drive,25,4b330b16-bc4b-4ab4-ab65-76eb65d290e7,Multivitamin,2024-01-03 05:00:00,1,2867.91
YouTube,HKVitals Glow Drive,8,9e3260e5-2bca-45b4-853d-f62fe3c4587f,Whey Protein,2024-01-03 06:00:00,4,441.95
Twitter,MB Pro Campaign,193,aceb7cfc-8713-4dcf-8c34-675ab4c47c3c,Omega-3,2024-01-03 07:00:00,4,2828.89
Instagram,Gritzo Kids Push,62,ba9d1a21-326d-4127-97b0-451d8fdfb380,Multivitamin,2024-01-03 08:00:00,5,1071.47
YouTube,Gritzo Kids Push,135,bf7da7aa-44ee-4fc0-9d22-d32ee3af35de,Creatine,2024-01-03 09:00:00,4,1635.45
Instagram,Gritzo Kids Push,7,4d2fc408-d95f-46f9-963f-99be980ccc6d,Creatine,2024-01-03 10:00:00,4,504.76
YouTube,HKVitals Glow Drive,136,9ea13189-6297-41f2-b4aa-6e5a6bb2b4e5,Creatine,2024-01-03 11:00:00,5,398.61
Twitter,MB Pro Campaign,19,b9e768b8-c8bf-4783-9856-bb44872d9347,Omega-3,2024-01-03 12:00:00,5,1402.73
YouTube,FitZone Summer Blast,145,324161b5-7752-4ec6-b158-bf1f1f5c0f4a,Kids Drink,2024-01-03 13:00:00,3,2276.75
YouTube,Gritzo Kids Push,139,85fc8b82-9d3c-4c05-92f3-55440e7af2da,Whey Protein,2024-01-03 14:00:00,4,954.22
Twitter,Gritzo Kids Push,111,3b164039-0732-41df-8f00-6cdeb4ffc1fa,Omega-3,2024-01-03 15:00:00,2,1774.57
Twitter,FitZone Summer Blast,177,a8997a1d-f531-4517-ad21-eafe019a518c,Multivitamin,2024-01-03 16:00:00,1,980.22
Twitter,MB Pro Campaign,11,844e7d1a-c916-4aba-9891-9753b8407088,Multivitamin,2024-01-03 17:00:00,6,1288.12
YouTube,Gritzo Kids Push,41,45f4208e-03c4-487a-ad26-f66c276d2ab6,Creatine,2024-01-03 18:00:00,1,2738.05
Instagram,MB Pro Campaign,190,0e5b8891-c855-4afc-b89f-7f2e9bba9ed1,Whey Protein,2024-01-03 19:00:00,5,2596.35
YouTube,Gritzo Kids Push,114,11dc6893-74d4-4717-b787-d177d23cfd15,Creatine,2024-01-03 20:00:00,6,1644.85
YouTube,HK Protein Launch,180,0d84ccc7-af57-4688-bca1-c5532fe45712,Multivitamin,2024-01-03 21:00:00,5,866.7
Instagram,Gritzo Kids Push,194,cd8b6f26-0286-45e9-973c-f25f8dd8970a,Multivitamin,2024-01-03 22:00:00,3,740.91
Twitter,HK Protein Launch,196,2fe9dc0a-c090-4292-8408-3dde9591444a,Kids Drink,2024-01-03 23:00:00,4,2871.44
YouTube,MB Pro Campaign,92,a96134db-545e-44bc-a3e2-e14b7b50239c,Kids Drink,2024-01-04 00:00:00,5,767.61
Instagram,Gritzo Kids Push,75,74d3a222-7b2b-4cde-934a-5f943d602bfe,Kids Drink,2024-01-04 01:00:00,5,2462.87
Twitter,HKVitals Glow Drive,67,0a45b1dc-6e11-4dbe-8695-07fa89dacc9d,Creatine,2024-01-04 02:00:00,1,1233.12
Twitter,HKVitals Glow Drive,168,f97dbf4e-8f82-46f7-9ef3-4439881f75e8,Whey Protein,2024-01-04 03:00:00,4,2959.85
YouTube,FitZone Summer Blast,5,f9c88abc-0e73-4ed3-8bf9-e4ea57861249,Kids Drink,2024-01-04 04:00:00,3,1230.84
Twitter,HKVitals Glow Drive,116,b08bbc9c-92f7-42e5-8880-9692351c4f9d,Omega-3,2024-01-04 05:00:00,5,1184.25
Twitter,HK Protein Launch,150,d5768467-a28e-4818-91db-23d7bdac1e9b,Kids Drink,2024-01-04 06:00:00,5,1984.9
Instagram,HKVitals Glow Drive,118,94e166fd-bbc1-4fcc-8fc0-412a3d7b249e,Creatine,2024-01-04 07:00:00,5,2892.25
Instagram,HKVitals Glow Drive,165,39cfb3e1-ea81-493f-9d77-10fae9b6e657,Whey Protein,2024-01-04 08:00:00,1,2933.39
Twitter,HKVitals Glow Drive,11,2cb1d18e-4d4b-4822-9339-0e5e8d38fd2b,Kids Drink,2024-01-04 09:00:00,5,2180.18
Instagram,Gritzo Kids Push,44,8e434514-16b1-4900-b149-aa5b8ffe7497,Whey Protein,2024-01-04 10:00:00,5,2312.9
Twitter,FitZone Summer Blast,181,60fd0d57-232d-4cc9-bab0-e465b1b78571,Omega-3,2024-01-04 11:00:00,1,1777.53
YouTube,MB Pro Campaign,77,b1b3107f-ce81-44f9-bb6c-9380a2a2cfe0,Multivitamin,2024-01-04 12:00:00,5,2316.17
Instagram,FitZone Summer Blast,118,14e22d9e-cb21-455d-aebf-6bfa94edf028,Whey Protein,2024-01-04 13:00:00,4,2607.38
Twitter,HK Protein Launch,116,79d940ee-7996-43db-b60c-1487abbb5ff0,Kids Drink,2024-01-04 14:00:00,4,1561.07
Twitter,Gritzo Kids Push,189,c85700f8-f5ca-4309-b87e-206d64b37e86,Creatine,2024-01-04 15:00:00,1,1935.61
Instagram,Gritzo Kids Push,67,f07a861b-13a5-4fe7-89a9-02b082ec81aa,Creatine,2024-01-04 16:00:00,4,1704.49
Instagram,HKVitals Glow Drive,13,0fd52fdd-9372-41c9-b58a-828c778e2170,Creatine,2024-01-04 17:00:00,6,1774.92
YouTube,HKVitals Glow Drive,92,f0bf18d9-1009-4c43-8a0e-0b0503cbcec5,Creatine,2024-01-04 18:00:00,6,2692.13
Twitter,HK Protein Launch,11,c20b6149-be67-4d46-a4b3-8fe367be138f,Whey Protein,2024-01-04 19:00:00,6,1195.73
YouTube,Gritzo Kids Push,139,bed542e8-5ae7-4254-ac8a-49aded183829,Creatine,2024-01-04 20:00:00,3,782.92
YouTube,MB Pro Campaign,85,abc1438b-b7dd-4d45-aa2f-b9a0333040a9,Multivitamin,2024-01-04 21:00:00,5,1477.58
YouTube,FitZone Summer Blast,85,1c426ae8-2f85-451d-be23-64a36bf8c752,Omega-3,2024-01-04 22:00:00,3,782.64
Instagram,Gritzo Kids Push,135,cdd3aa8c-379b-4ffc-a844-5569c510fdc0,Whey Protein,2024-01-04 23:00:00,4,1595.52
YouTube,MB Pro Campaign,17,d8811409-1517-4366-b8d8-0fdeb1e16500,Whey Protein,2024-01-05 00:00:00,1,2729.82
Instagram,MB Pro Campaign,48,a8080b6f-2e7e-4eb3-b972-97297c842cda,Creatine,2024-01-05 01:00:00,6,1928.81
Instagram,FitZone Summer Blast,142,07bc4136-1cb0-4955-90b7-46c2de42485e,Creatine,2024-01-05 02:00:00,1,2595.21
YouTube,MB Pro Campaign,191,bd381e99-00bc-44c4-a3f3-dc799d4dab65,Whey Protein,2024-01-05 03:00:00,3,665.33
YouTube,HK Protein Launch,192,63db076b-0c60-4f11-95dc-b463eaf6303b,Creatine,2024-01-05 04:00:00,4,2722.45
Twitter,MB Pro Campaign,97,401b18b7-4bce-4791-af5e-f3f2b3430b3d,Creatine,2024-01-05 05:00:00,5,1885.0
YouTube,HK Protein Launch,75,d9063516-1117-455d-b3de-9ccf8e24c4ec,Creatine,2024-01-05 06:00:00,4,288.93
Twitter,MB Pro Campaign,193,d16cedde-a60f-4cba-a5d8-3e6f46ad4ed0,Creatine,2024-01-05 07:00:00,6,1972.73
YouTube,HKVitals Glow Drive,162,1b71e06b-35f5-40b8-a9d0-29604b5dda02,Creatine,2024-01-05 08:00:00,4,2863.91
YouTube,MB Pro Campaign,137,499b1e44-290c-4a43-9830-a79cc70552b7,Kids Drink,2024-01-05 09:00:00,1,421.67
YouTube,HK Protein Launch,77,9c271481-3668-4acc-8f63-54c95fbd56e0,Kids Drink,2024-01-05 10:00:00,2,1830.88
YouTube,MB Pro Campaign,128,1dab3c25-5791-4291-a9da-c9e605272d66,Kids Drink,2024-01-05 11:00:00,6,2763.34
Twitter,MB Pro Campaign,37,bf0b85a7-7648-4677-b7c6-2fbb8d9ff294,Whey Protein,2024-01-05 12:00:00,5,227.15
Twitter,MB Pro Campaign,30,c3bb5221-b245-4679-80ca-05da1f4c43ef,Omega-3,2024-01-05 13:00:00,6,1966.56
YouTube,HK Protein Launch,169,1b6580c2-746a-4f4f-9c80-48d6eddc1c60,Whey Protein,2024-01-05 14:00:00,6,1529.73
YouTube,MB Pro Campaign,173,3094f58a-2f7b-462c-a820-a50a4ab84d1c,Kids Drink,2024-01-05 15:00:00,5,1171.57
Twitter,FitZone Summer Blast,47,d4eae5f9-88ba-4726-a93b-8f70ac442e2f,Whey Protein,2024-01-05 16:00:00,6,1957.1
Instagram,FitZone Summer Blast,135,48ec5736-22da-405a-a737-4872ae02598d,Omega-3,2024-01-05 17:00:00,1,347.57
Instagram,HK Protein Launch,142,648e99b8-9bcc-4f2f-8d89-0479082d02b6,Creatine,2024-01-05 18:00:00,4,2308.58
Instagram,HKVitals Glow Drive,48,df3ffb00-f02c-4cc2-8acf-618eb332ebce,Multivitamin,2024-01-05 19:00:00,1,212.54
Twitter,FitZone Summer Blast,134,a325a00e-87f0-4a82-906e-5918591dd438,Kids Drink,2024-01-05 20:00:00,4,1059.42
Twitter,Gritzo Kids Push,34,a7bd40f3-2f88-4f7e-867c-32521edc1d70,Kids Drink,2024-01-05 21:00:00,2,1611.08
Instagram,FitZone Summer Blast,101,ea87b265-05bd-4b9e-9149-b7942e7018e7,Omega-3,2024-01-05 22:00:00,6,1255.66
Instagram,Gritzo Kids Push,46,783622e1-580d-4630-8775-694a93ba9593,Creatine,2024-01-05 23:00:00,2,1060.93
YouTube,HK Protein Launch,187,f86a68dc-d61d-48ae-9e9a-31937c57f17b,Creatine,2024-01-06 00:00:00,3,2526.34
Twitter,HKVitals Glow Drive,70,e0635de5-cfd8-4d88-9f84-b195bf7cd9c8,Multivitamin,2024-01-06 01:00:00,4,2817.53
Twitter,Gritzo Kids Push,136,5bcdf461-48ed-4e0b-b21a-70d615feff56,Creatine,2024-01-06 02:00:00,1,2646.4
Instagram,Gritzo Kids Push,24,6cfaac09-0f7d-46fb-98c2-a9f0196e2ccf,Omega-3,2024-01-06 03:00:00,1,1662.81
Instagram,FitZone Summer Blast,67,7f7bd384-70d9-4636-9417-871c87d64513,Creatine,2024-01-06 04:00:00,6,2675.66
Twitter,Gritzo Kids Push,4,d8518e9d-6501-492d-99d8-df1e67a6c0ef,Omega-3,2024-01-06 05:00:00,1,2778.41
YouTube,HK Protein Launch,1,e6ea3bf5-63b4-45a9-85f3-ca55588cfafa,Kids Drink,2024-01-06 06:00:00,3,1345.87
Instagram,HK Protein Launch,34,c230d1f5-5164-4c67-8512-fd54d07f2bba,Kids Drink,2024-01-06 07:00:00,5,993.65
Twitter,HK Protein Launch,109,399dfe18-d548-445f-bfd3-06c41757e209,Kids Drink,2024-01-06 08:00:00,1,475.14
Twitter,FitZone Summer Blast,9,f96d0b97-3c0c-4d1b-8965-08be15f7ec58,Whey Protein,2024-01-06 09:00:00,6,1541.46
YouTube,HKVitals Glow Drive,63,7be8223e-fbe9-4bbb-a4a8-4d6623911d10,Kids Drink,2024-01-06 10:00:00,2,2849.63
YouTube,FitZone Summer Blast,10,9908c4a9-bc5c-4d43-b317-a7d087c6958b,Omega-3,2024-01-06 11:00:00,1,1770.54
Instagram,HK Protein Launch,138,98b610a0-5ae1-4042-92e1-61f7ec1bf343,Multivitamin,2024-01-06 12:00:00,1,2069.17
Instagram,FitZone Summer Blast,178,99da1803-8a40-4b01-9e8c-adfcc482ff8a,Creatine,2024-01-06 13:00:00,1,516.07
Instagram,HK Protein Launch,44,885d5ec2-0a77-49e7-9820-ab79aec1b2af,Kids Drink,2024-01-06 14:00:00,6,601.86
Twitter,MB Pro Campaign,118,8de49561-6346-41cf-8142-4c8759428349,Whey Protein,2024-01-06 15:00:00,5,1500.53
Instagram,MB Pro Campaign,176,d46f783d-2ee9-464f-903b-b0d454c7b1fa,Whey Protein,2024-01-06 16:00:00,1,2863.54
Twitter,Gritzo Kids Push,6,3b690754-6b2b-4191-a37d-fa4fed9616e9,Omega-3,2024-01-06 17:00:00,5,1210.2
Instagram,HKVitals Glow Drive,121,bc19721a-33a9-41c3-8ef4-c4782ad79341,Multivitamin,2024-01-06 18:00:00,5,2656.96
YouTube,MB Pro Campaign,152,bf86c8a6-75e2-470f-89a4-af08903a47e8,Kids Drink,2024-01-06 19:00:00,3,536.81
YouTube,HK Protein Launch,95,7e3c0a3a-1aff-4cb3-bfd4-1b5a946a9730,Kids Drink,2024-01-06 20:00:00,2,1927.65
Twitter,FitZone Summer Blast,111,197aedab-3751-4756-8580-0c3f934e865f,Whey Protein,2024-01-06 21:00:00,1,1881.72
YouTube,FitZone Summer Blast,186,f63599eb-a3be-481e-918c-61cac2ca5c42,Omega-3,2024-01-06 22:00:00,1,2607.65
Twitter,Gritzo Kids Push,105,bcf08a16-0d73-4744-abea-2a3b6fab270f,Whey Protein,2024-01-06 23:00:00,1,209.29
Twitter,FitZone Summer Blast,64,f5ef97ba-fdb8-4782-bef1-3fe286197589,Whey Protein,2024-01-07 00:00:00,5,731.81
YouTube,MB Pro Campaign,184,9fa06cfa-87e4-4c1b-b8a6-b3b326df1a27,Multivitamin,2024-01-07 01:00:00,4,815.13
Twitter,FitZone Summer Blast,140,c5fdd295-2997-43fa-b61d-c72571aa8b5a,Omega-3,2024-01-07 02:00:00,2,2859.91
YouTube,MB Pro Campaign,163,8ae2c585-8e81-4979-856d-84ec1390c292,Multivitamin,2024-01-07 03:00:00,6,630.34
Instagram,MB Pro Campaign,71,7e28d68c-c627-48ed-b72f-6784d7013751,Omega-3,2024-01-07 04:00:00,1,303.49
Instagram,HKVitals Glow Drive,104,0cefeae4-c069-497e-8515-ecc7d638b5bb,Kids Drink,2024-01-07 05:00:00,4,1696.49
YouTube,Gritzo Kids Push,89,7e364715-455e-47d9-a3e1-195f173f4a7e,Creatine,2024-01-07 06:00:00,4,1679.96
YouTube,HK Protein Launch,6,b5b890fd-e81b-4acd-9efe-285e638ee832,Creatine,2024-01-07 07:00:00,4,2563.33
YouTube,MB Pro Campaign,193,ecb6375d-69f9-437d-9db2-f99634166111,Omega-3,2024-01-07 08:00:00,2,2856.81
YouTube,Gritzo Kids Push,110,7b3ba39a-4979-4955-9226-7ad21c16714a,Creatine,2024-01-07 09:00:00,4,1707.93
Instagram,HK Protein Launch,188,d2184a92-e088-4b92-84ae-b0b8226c4b94,Whey Protein,2024-01-07 10:00:00,6,2803.98
Twitter,FitZone Summer Blast,112,ef5c55e6-d07d-46c9-aad1-e89c63a06f21,Kids Drink,2024-01-07 11:00:00,1,2230.45
Twitter,Gritzo Kids Push,196,796586e9-ef6c-47a7-9309-1935649a62d6,Kids Drink,2024-01-07 12:00:00,6,940.77
Instagram,Gritzo Kids Push,157,7111ce1b-221f-44d1-a21f-89f83fa76140,Creatine,2024-01-07 13:00:00,1,2799.58
Twitter,Gritzo Kids Push,166,763a04da-ed30-40dc-95d7-6f00b96f06ec,Omega-3,2024-01-07 14:00:00,3,2068.84
Instagram,FitZone Summer Blast,150,68b4d1de-c5ae-4243-986b-45a841ac236d,Whey Protein,2024-01-07 15:00:00,5,1359.47
Twitter,FitZone Summer Blast,127,a2cf97b5-064f-42e8-80ff-ab6d9ce55e34,Omega-3,2024-01-07 16:00:00,4,2104.68
YouTube,Gritzo Kids Push,136,0a4da8ef-afe2-4e63-bb67-46b27c3e7cf1,Creatine,2024-01-07 17:00:00,6,1323.68
YouTube,HKVitals Glow Drive,63,e29e5c03-5296-494f-8b4b-2c50fe1e8ce7,Kids Drink,2024-01-07 18:00:00,5,519.71
YouTube,MB Pro Campaign,141,2a5b8cfe-012e-44a2-a715-09280c810bb6,Kids Drink,2024-01-07 19:00:00,5,2213.14
Instagram,FitZone Summer Blast,155,11595f45-d6d0-48dc-8d25-92e134614036,Omega-3,2024-01-07 20:00:00,5,2507.45
Instagram,HKVitals Glow Drive,146,63abfcdd-e0ab-4cad-a377-2df931b7c1d7,Multivitamin,2024-01-07 21:00:00,5,2240.66
Twitter,FitZone Summer Blast,18,21fc1a01-f97c-4481-a19a-5de9f3e5a82e,Omega-3,2024-01-07 22:00:00,5,841.52
Twitter,Gritzo Kids Push,77,2df70adf-fbc4-4e15-9c4b-2fb2bcb177e3,Multivitamin,2024-01-07 23:00:00,1,2878.58
Twitter,HKVitals Glow Drive,190,add86bba-4ff9-4fb9-a7c1-5332ccca6f7b,Omega-3,2024-01-08 00:00:00,2,270.71
Instagram,HK Protein Launch,142,a76159c1-7882-4f3e-854d-c211e16f6614,Multivitamin,2024-01-08 01:00:00,4,1131.52
Twitter,MB Pro Campaign,139,fba42f21-80b9-4de3-8d59-03d31bc833da,Multivitamin,2024-01-08 02:00:00,4,928.26
YouTube,MB Pro Campaign,103,b540b0df-5b98-467e-a155-0eec35ddf0a0,Multivitamin,2024-01-08 03:00:00,1,334.75
Twitter,FitZone Summer Blast,117,70664766-ee54-40a9-be7d-ca40e326cac0,Multivitamin,2024-01-08 04:00:00,6,1336.04
YouTube,MB Pro Campaign,17,4a624870-c2f6-4e38-9734-08e4f6653e01,Whey Protein,2024-01-08 05:00:00,1,1944.72
Instagram,HK Protein Launch,179,8e6bc5eb-f45b-4d00-b07a-4790df1f6dd5,Multivitamin,2024-01-08 06:00:00,5,2671.15
YouTube,HKVitals Glow Drive,14,f9569ab3-cf77-4947-bbd6-207b3d885b86,Multivitamin,2024-01-08 07:00:00,2,2971.13
YouTube,HKVitals Glow Drive,57,fb41202d-42e8-418f-a296-182a852e588c,Kids Drink,2024-01-08 08:00:00,4,2462.65
YouTube,Gritzo Kids Push,93,f61daec1-ee79-4170-b60e-39648df301dd,Whey Protein,2024-01-08 09:00:00,6,1512.31
Instagram,HKVitals Glow Drive,134,4a6a8123-350f-4650-a83a-d5247c2f2090,Multivitamin,2024-01-08 10:00:00,3,2226.37
Instagram,FitZone Summer Blast,114,f7c9db7f-a358-4940-9181-d53a588929f5,Creatine,2024-01-08 11:00:00,1,2562.15
Instagram,HK Protein Launch,185,2cf79207-2697-4638-aa36-9e7d0177b784,Whey Protein,2024-01-08 12:00:00,3,1502.86
Instagram,Gritzo Kids Push,132,0b5bfef6-ac1b-4608-8a4f-3703f5f13697,Kids Drink,2024-01-08 13:00:00,4,2398.15
Twitter,FitZone Summer Blast,139,f7c2b5ba-df39-482a-b684-7b92295b2047,Omega-3,2024-01-08 14:00:00,1,1551.43
Instagram,FitZone Summer Blast,109,6720f5cd-01ec-451b-8ddc-8542f60c00a8,Kids Drink,2024-01-08 15:00:00,4,1282.19
YouTube,FitZone Summer Blast,119,3054f907-de53-428a-a11a-75b2681d7b38,Kids Drink,2024-01-08 16:00:00,1,1673.05
Instagram,MB Pro Campaign,92,8726f35c-759e-4900-a3f0-a9fa139ba09b,Whey Protein,2024-01-08 17:00:00,6,2092.39
Twitter,FitZone Summer Blast,11,7188b953-2c97-4f9a-9c8a-8432a4f24ad7,Whey Protein,2024-01-08 18:00:00,4,2235.27
Twitter,MB Pro Campaign,99,7380347d-80ae-44ec-8d66-42bcc276d7cb,Creatine,2024-01-08 19:00:00,3,1198.86
Twitter,HKVitals Glow Drive,8,fbf678ba-60c6-4e72-8e81-6469ea9f7208,Creatine,2024-01-08 20:00:00,2,1799.7
YouTube,MB Pro Campaign,114,0975dabc-ce37-484d-bf25-453c164978b3,Whey Protein,2024-01-08 21:00:00,6,2747.64
Instagram,FitZone Summer Blast,187,de398dd9-e9ea-4e5c-b791-0ea5a13ae7b0,Whey Protein,2024-01-08 22:00:00,6,2933.68
Instagram,HK Protein Launch,149,6eefe637-48a5-43ed-a320-dd52e495c240,Whey Protein,2024-01-08 23:00:00,1,836.29
Instagram,HK Protein Launch,65,37451edf-0334-4ed9-87ce-5144215502a9,Omega-3,2024-01-09 00:00:00,3,739.93
YouTube,HKVitals Glow Drive,93,dc4aff5c-7012-4aa7-a719-47669f78e4b9,Kids Drink,2024-01-09 01:00:00,4,2094.72
YouTube,FitZone Summer Blast,152,c2c6f535-5622-477a-9002-69ccc504befd,Creatine,2024-01-09 02:00:00,3,1361.11
Twitter,MB Pro Campaign,158,501f5d7a-ef4f-4bfc-99ac-3dfa748ded80,Creatine,2024-01-09 03:00:00,6,267.82
